name,description,universe,tags,filters,rank,risk,_fitness,_n_trades,_win_rate,_mean_pnl,_profit_factor,_rr,_sharpe
adx_trend_refined_v1,"Refined ADX_TREND: directional trend only when +DI confirms, not overextended, with SMT/Money Cycle support.",VN100,"['adx', 'trend', 'smart_money_trace', 'money_cycle', 'legacy_refined']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 55}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'above_ma50', 'op': '==', 'value': True}, {'column': 'adx_14', 'op': '>=', 'value': 20}, {'column': 'adx_bullish', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.01, 0.09]}, {'column': 'rsi14', 'op': 'between', 'value': [48, 72]}, {'column': 'smart_money_score', 'op': '>=', 'value': 60}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.58}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1}, {'column': 'CHDM50', 'op': '>=', 'value': 45}, {'column': 'DS20', 'op': '<=', 'value': 0.55}]","[{'column': 'adx_14', 'ascending': False, 'weight': 0.8}, {'column': 'edge_score', 'ascending': False, 'weight': 1.2}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.9}, {'column': 'smart_money_score', 'ascending': False, 'weight': 0.8}]","{'setup_type': 'ADX_TREND', 'stop_loss': 0.08, 'take_profit': 0.28, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.4, 'trailing_atr_mult': 2.9, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}",0.0,3553.0,0.508,0.57,1.175,1.12,0.209
nr7_refined_v1,Refined NR7: volatility compression accepted only in leader/uptrend context with constructive close and no distribution.,VN100,"['nr7', 'compression', 'smart_money_trace', 'money_cycle', 'legacy_refined']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 55}, {'column': 'mkt_CHDM20', 'op': '>', 'value': 45}, {'column': 'mkt_DS20', 'op': '<=', 'value': 0.45}, {'column': 'nr7', 'op': '==', 'value': True}, {'column': 'close_location', 'op': '>=', 'value': 0.62}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'above_ma50', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.05]}, {'column': 'rsi14', 'op': '<=', 'value': 65}, {'column': 'smart_money_score', 'op': '>=', 'value': 60}, {'column': 'smart_money_score_delta', 'op': '>=', 'value': -2}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.58}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1}, {'column': 'DS20', 'op': '<=', 'value': 0.55}]","[{'column': 'range_pct', 'ascending': True, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 1.1}, {'column': 'close_location', 'ascending': False, 'weight': 0.7}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.7}]","{'setup_type': 'NR7', 'stop_loss': 0.065, 'take_profit': 0.2, 'max_holding_bars': 25, 'initial_atr_stop_mult': 1.9, 'trailing_atr_mult': 2.4, 'trailing_profit_activation': 0.08, 'use_regime_exposure': True}",0.0,187.0,0.487,0.135,1.052,1.09,0.062
oversold_mean_reversion_refined_v1,"Refined OVERSOLD_MEAN_REVERSION: shallow oversold reset inside healthy structure, not a falling-knife downtrend.",VN100,"['oversold', 'mean_reversion', 'smart_money_trace', 'money_cycle', 'legacy_refined']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 55}, {'column': 'mkt_DS20', 'op': '<=', 'value': 0.4}, {'column': 'above_ma50', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.06, 0.01]}, {'column': 'distance_ma50', 'op': '>=', 'value': -0.04}, {'column': 'rsi14', 'op': 'between', 'value': [36, 48]}, {'column': 'rsi_recovering', 'op': '==', 'value': True}, {'column': 'close_location', 'op': '>=', 'value': 0.55}, {'column': 'smart_money_score', 'op': '>=', 'value': 58}, {'column': 'smart_money_score_delta', 'op': '>=', 'value': 0}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.55}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1}, {'column': 'DS20', 'op': 'not_up'}]","[{'column': 'pullback_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 1.0}, {'column': 'rsi14', 'ascending': True, 'weight': 0.5}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.6}]","{'setup_type': 'OVERSOLD_MEAN_REVERSION', 'stop_loss': 0.065, 'take_profit': 0.18, 'max_holding_bars': 22, 'initial_atr_stop_mult': 2.0, 'trailing_atr_mult': 2.4, 'trailing_profit_activation': 0.08, 'use_regime_exposure': True}",0.0,1.0,0.0,-13.78,0.0,0.0,
spring_refined_v1,"Refined SPRING: support sweep/reclaim with strong close, SMT still healthy, and Money Cycle not deteriorating.",VN100,"['spring', 'reversal', 'smart_money_trace', 'money_cycle', 'legacy_refined']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'mkt_DS20', 'op': '<=', 'value': 0.5}, {'column': 'spring_20', 'op': '==', 'value': True}, {'column': 'close_location', 'op': '>=', 'value': 0.68}, {'column': 'distance_ma50', 'op': 'between', 'value': [-0.06, 0.06]}, {'column': 'smart_money_score', 'op': '>=', 'value': 58}, {'column': 'smart_money_score_delta', 'op': '>=', 'value': 0}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.55}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1}, {'column': 'CHDM50', 'op': '>=', 'value': 42}, {'column': 'DS20', 'op': 'not_up'}]","[{'column': 'close_location', 'ascending': False, 'weight': 1.0}, {'column': 'pullback_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 1.0}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.6}]","{'setup_type': 'SPRING', 'stop_loss': 0.07, 'take_profit': 0.2, 'max_holding_bars': 28, 'initial_atr_stop_mult': 2.1, 'trailing_atr_mult': 2.5, 'trailing_profit_activation': 0.08, 'use_regime_exposure': True}",0.0,39.0,0.513,0.321,1.1,1.04,0.124
hammer_refined_v1,"Refined HAMMER: hammer candle near support/MA reset, accepted only with SMT support and no heavy distribution.",VN100,"['hammer', 'reversal', 'smart_money_trace', 'money_cycle', 'legacy_refined']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 55}, {'column': 'mkt_DS20', 'op': '<=', 'value': 0.4}, {'column': 'hammer_like', 'op': '==', 'value': True}, {'column': 'above_ma50', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.06, 0.02]}, {'column': 'rsi14', 'op': 'between', 'value': [35, 55]}, {'column': 'smart_money_score', 'op': '>=', 'value': 58}, {'column': 'smart_money_score_delta', 'op': '>=', 'value': 0}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.55}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1}, {'column': 'DS20', 'op': 'not_up'}]","[{'column': 'close_location', 'ascending': False, 'weight': 1.0}, {'column': 'lower_wick_pct', 'ascending': False, 'weight': 0.7}, {'column': 'edge_score', 'ascending': False, 'weight': 1.0}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.5}]","{'setup_type': 'HAMMER', 'stop_loss': 0.06, 'take_profit': 0.18, 'max_holding_bars': 18, 'initial_atr_stop_mult': 1.9, 'trailing_atr_mult': 2.3, 'trailing_profit_activation': 0.07, 'use_regime_exposure': True}",0.0,102.0,0.539,1.55,1.499,1.25,0.514
inside_bar_refined_v1,"Refined INSIDE_BAR: inside-bar breakout must have volume, trend, SMT/RS support, and limited extension.",VN100,"['inside_bar', 'compression', 'breakout', 'smart_money_trace', 'money_cycle', 'legacy_refined']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 55}, {'column': 'mkt_CHDM20', 'op': '>', 'value': 45}, {'column': 'mkt_DS20', 'op': '<=', 'value': 0.45}, {'column': 'inside_bar_breakout', 'op': '==', 'value': True}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'above_ma50', 'op': '==', 'value': True}, {'column': 'close_location', 'op': '>=', 'value': 0.6}, {'column': 'value_ratio_20', 'op': '>=', 'value': 1.1}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.01, 0.06]}, {'column': 'rsi14', 'op': '<=', 'value': 70}, {'column': 'smart_money_score', 'op': '>=', 'value': 60}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.58}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1}, {'column': 'DS20', 'op': '<=', 'value': 0.55}]","[{'column': 'edge_score', 'ascending': False, 'weight': 1.2}, {'column': 'value_ratio_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.5}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}]","{'setup_type': 'INSIDE_BAR', 'stop_loss': 0.07, 'take_profit': 0.22, 'max_holding_bars': 25, 'initial_atr_stop_mult': 2.0, 'trailing_atr_mult': 2.5, 'trailing_profit_activation': 0.08, 'use_regime_exposure': True}",0.0,145.0,0.407,-0.123,0.964,1.41,-0.047
retest_refined_v1,"Refined RETEST: post-breakout retest with dry volume, trend still intact, and SMT/Money Cycle confirmation.",VN100,"['retest', 'breakout', 'pullback', 'smart_money_trace', 'money_cycle', 'legacy_refined']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 55}, {'column': 'mkt_CHDM20', 'op': '>', 'value': 45}, {'column': 'mkt_DS20', 'op': '<=', 'value': 0.45}, {'column': 'retest_breakout_level', 'op': '==', 'value': True}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'above_ma50', 'op': '==', 'value': True}, {'column': 'close_location', 'op': '>=', 'value': 0.55}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.03, 0.04]}, {'column': 'rsi14', 'op': '<=', 'value': 68}, {'column': 'smart_money_score', 'op': '>=', 'value': 60}, {'column': 'smart_money_score_delta', 'op': '>=', 'value': -2}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.58}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1}, {'column': 'DS20', 'op': '<=', 'value': 0.55}]","[{'column': 'pullback_quality_score', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 1.1}, {'column': 'value_ratio_20', 'ascending': True, 'weight': 0.4}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}]","{'setup_type': 'RETEST', 'stop_loss': 0.07, 'take_profit': 0.22, 'max_holding_bars': 30, 'initial_atr_stop_mult': 2.1, 'trailing_atr_mult': 2.6, 'trailing_profit_activation': 0.08, 'use_regime_exposure': True}",0.0,442.0,0.554,1.079,1.465,1.11,0.49
breakout_55_smt_v1,55-day high breakout with SMT leader quality and strong value expansion. Higher conviction than 20-day breakout; expects larger moves from longer base.,VN100,"['breakout', '55day', 'smart_money_trace', 'money_cycle', 'high_conviction']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'breakout_55', 'op': '==', 'value': True}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'above_ma50', 'op': '==', 'value': True}, {'column': 'ma50_slope_10', 'op': '>=', 'value': -0.01}, {'column': 'value_ratio_20', 'op': '>=', 'value': 1.15}, {'column': 'smart_money_score', 'op': '>=', 'value': 62}, {'column': 'smart_money_score_delta', 'op': '>=', 'value': 0}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.62}, {'column': 'accumulation_days_10', 'op': '>=', 'value': 1}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1}, {'column': 'CHDM50', 'op': '>=', 'value': 48}, {'column': 'DS20', 'op': '<=', 'value': 0.5}]","[{'column': 'edge_score', 'ascending': False, 'weight': 1.5}, {'column': 'value_ratio_20', 'ascending': False, 'weight': 1.2}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 1.0}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}]","{'stop_loss': 0.09, 'take_profit': 0.4, 'max_holding_bars': 60, 'initial_atr_stop_mult': 2.5, 'trailing_atr_mult': 3.0, 'trailing_profit_activation': 0.12, 'use_regime_exposure': True}",0.0,1003.0,0.53,1.165,1.334,1.16,0.387
cmf_expansion_smt_v1,Chaikin Money Flow positive expansion with improving SMT delta. Captures early institutional accumulation phase before price breakout - exploits an entirely unused feature dimension.,VN100,"['cmf', 'money_flow', 'accumulation', 'smart_money_trace', 'money_cycle']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'cmf20', 'op': '>=', 'value': 0.05}, {'column': 'above_ma50', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.04, 0.08]}, {'column': 'smart_money_score', 'op': '>=', 'value': 60}, {'column': 'smart_money_score_delta', 'op': '>=', 'value': 0}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.58}, {'column': 'value_ratio_20', 'op': '>=', 'value': 1.05}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1}, {'column': 'CHDM50', 'op': '>=', 'value': 42}, {'column': 'DS20', 'op': '<=', 'value': 0.55}]","[{'column': 'cmf20', 'ascending': False, 'weight': 1.2}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 1.0}, {'column': 'edge_score', 'ascending': False, 'weight': 1.0}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'value_ratio_20', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.07, 'take_profit': 0.22, 'max_holding_bars': 30, 'initial_atr_stop_mult': 2.0, 'trailing_atr_mult': 2.6, 'trailing_profit_activation': 0.08, 'use_regime_exposure': True}",0.0,1335.0,0.488,0.396,1.129,1.16,0.156
reclaim_ma20_quality_v1,MA20 reclaim after a confirmed intraday pullback below it. Faster mean reversion than MA50 pullback; exploits the reclaim_ma20_after_pullback feature that currently goes unused.,VN100,"['mean_reversion', 'ma20', 'reclaim', 'smart_money_trace', 'money_cycle']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'mkt_CHDM20', 'op': '>', 'value': 42}, {'column': 'mkt_DS20', 'op': '<=', 'value': 0.5}, {'column': 'reclaim_ma20_after_pullback', 'op': '==', 'value': True}, {'column': 'above_ma50', 'op': '==', 'value': True}, {'column': 'ma50_slope_10', 'op': '>=', 'value': -0.02}, {'column': 'close_location', 'op': '>=', 'value': 0.65}, {'column': 'smart_money_score', 'op': '>=', 'value': 58}, {'column': 'smart_money_score_delta', 'op': '>=', 'value': 0}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.55}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1}, {'column': 'DS20', 'op': 'not_up'}]","[{'column': 'pullback_quality_score', 'ascending': False, 'weight': 1.2}, {'column': 'edge_score', 'ascending': False, 'weight': 1.0}, {'column': 'close_location', 'ascending': False, 'weight': 0.8}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.07, 'take_profit': 0.22, 'max_holding_bars': 28, 'initial_atr_stop_mult': 2.0, 'trailing_atr_mult': 2.5, 'trailing_profit_activation': 0.08, 'use_regime_exposure': True}",0.0,257.0,0.556,1.322,1.357,1.07,0.395
pullback_deep_quality_v1,Deep pullback (>6%) inside a healthy trend where SMT shows institutions are holding. Promotes pullback_quality_score and pullback_depth_20 from ranking signal to primary filter.,VN100,"['mean_reversion', 'deep_pullback', 'smart_money_trace', 'money_cycle', 'quality_gate']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 48}, {'column': 'above_ma50', 'op': '==', 'value': True}, {'column': 'pullback_quality_score', 'op': '>=', 'value': 65}, {'column': 'pullback_depth_20', 'op': '>=', 'value': 0.06}, {'column': 'distance_ma50', 'op': 'between', 'value': [-0.1, 0.02]}, {'column': 'close_location', 'op': '>=', 'value': 0.6}, {'column': 'smart_money_score', 'op': '>=', 'value': 56}, {'column': 'smart_money_score_delta', 'op': '>=', 'value': 0}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.52}, {'column': 'distribution_days_10', 'op': '<=', 'value': 2}, {'column': 'CHDM50', 'op': '>=', 'value': 40}, {'column': 'DS20', 'op': 'not_up'}]","[{'column': 'pullback_quality_score', 'ascending': False, 'weight': 1.4}, {'column': 'edge_score', 'ascending': False, 'weight': 1.0}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.8}, {'column': 'pullback_depth_20', 'ascending': False, 'weight': 0.6}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.09, 'take_profit': 0.28, 'max_holding_bars': 45, 'initial_atr_stop_mult': 2.3, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}",0.0,,,,,,
volume_surge_breakout_smt_v1,Climactic volume surge (>2x average) with strong close in uptrend and SMT confirmation. Captures institutional accumulation acceleration - a different entry trigger from pure price pattern strategies.,VN100,"['volume', 'surge', 'breakout', 'smart_money_trace', 'money_cycle', 'climactic']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'data_quality_ok', 'op': '==', 'value': True}, {'column': 'mkt_CHDM20', 'op': '>', 'value': 45}, {'column': 'volume_ratio_20', 'op': '>=', 'value': 2.0}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'above_ma50', 'op': '==', 'value': True}, {'column': 'close_location', 'op': '>=', 'value': 0.7}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.02, 0.1]}, {'column': 'smart_money_score', 'op': '>=', 'value': 58}, {'column': 'smart_money_score_delta', 'op': '>=', 'value': 0}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.55}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1}, {'column': 'DS20', 'op': '<=', 'value': 0.55}]","[{'column': 'volume_ratio_20', 'ascending': False, 'weight': 1.3}, {'column': 'edge_score', 'ascending': False, 'weight': 1.0}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.9}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'close_location', 'ascending': False, 'weight': 0.6}]","{'stop_loss': 0.08, 'take_profit': 0.3, 'max_holding_bars': 35, 'initial_atr_stop_mult': 2.2, 'trailing_atr_mult': 2.8, 'trailing_profit_activation': 0.1, 'use_regime_exposure': True}",0.0,511.0,0.474,0.409,1.115,1.21,0.139
breakout_55_smt_v2,"55-day breakout with value-flow quality, controlled extension, and strong close. Filters out late chase breakouts from the v1 signal.",VN100,"['breakout', '55day', 'smart_money_trace', 'money_cycle', 'value_flow', 'high_conviction']","[{'column': 'mkt_regime_state', 'op': 'not_in', 'value': ['RISK_OFF']}, {'column': 'mkt_regime_score', 'op': '>=', 'value': 50}, {'column': 'mkt_DS20', 'op': '<=', 'value': 0.5}, {'column': 'breakout_55', 'op': '==', 'value': True}, {'column': 'above_ma20', 'op': '==', 'value': True}, {'column': 'above_ma50', 'op': '==', 'value': True}, {'column': 'distance_ma20', 'op': 'between', 'value': [-0.01, 0.12]}, {'column': 'close_location', 'op': '>=', 'value': 0.6}, {'column': 'ma50_slope_10', 'op': '>=', 'value': -0.01}, {'column': 'value_ratio_20', 'op': '>=', 'value': 1.15}, {'column': 'value_flow_quality_score', 'op': '>=', 'value': 58}, {'column': 'smart_money_score', 'op': '>=', 'value': 62}, {'column': 'smart_money_score_delta', 'op': '>=', 'value': 0}, {'column': 'rs_percentile_20', 'op': '>=', 'value': 0.62}, {'column': 'accumulation_days_10', 'op': '>=', 'value': 1}, {'column': 'distribution_days_10', 'op': '<=', 'value': 1}, {'column': 'CHDM50', 'op': '>=', 'value': 48}, {'column': 'DS20', 'op': '<=', 'value': 0.5}]","[{'column': 'edge_score', 'ascending': False, 'weight': 1.4}, {'column': 'value_flow_quality_score', 'ascending': False, 'weight': 1.1}, {'column': 'value_ratio_20', 'ascending': False, 'weight': 1.0}, {'column': 'smart_money_score_delta', 'ascending': False, 'weight': 0.9}, {'column': 'rs_percentile_20', 'ascending': False, 'weight': 0.8}, {'column': 'distance_ma20', 'ascending': True, 'weight': 0.4}]","{'stop_loss': 0.08, 'take_profit': 0.35, 'max_holding_bars': 50, 'initial_atr_stop_mult': 2.4, 'trailing_atr_mult': 2.9, 'trailing_profit_activation': 0.11, 'use_regime_exposure': True}",0.0,614.0,0.516,1.054,1.331,1.23,0.383
